date,type,locale,locale_name,description,transferred,dayofweek,working_day,description_base_es,description_base_en
2016-05-15,Event,National,Ecuador,Terremoto Manabi+29,False,Sunday,No,Terremoto Manabi,Manabi earthquake
2016-05-16,Event,National,Ecuador,Terremoto Manabi+30,False,Monday,Yes,Terremoto Manabi,Manabi earthquake
2016-05-24,Holiday,National,Ecuador,Batalla de Pichincha,True,Tuesday,No,Batalla Pichincha,Pichincha Battle
2016-05-27,Transfer,National,Ecuador,Traslado Batalla de Pichincha,False,Friday,No, Batalla Pichincha,Pichincha Battle
2016-06-23,Holiday,Local,Guaranda,Cantonizacion de Guaranda,False,Thursday,No,Cantonizacion ,cantonization
2016-06-25,Holiday,Local,Machala,Fundacion de Machala,False,Saturday,No,Fundacion ,Foundation
2016-06-25,Holiday,Regional,Imbabura,Provincializacion de Imbabura,False,Saturday,No,Provincializacion ,provincialization
2016-06-25,Holiday,Local,Latacunga,Cantonizacion de Latacunga,False,Saturday,No,Cantonizacion ,cantonization
2016-07-03,Holiday,Local,El Carmen,Cantonizacion de El Carmen,False,Sunday,No,Cantonizacion ,cantonization
2016-07-03,Holiday,Local,Santo Domingo,Fundacion de Santo Domingo,False,Sunday,No,Fundacion ,Foundation
2016-07-23,Holiday,Local,Cayambe,Cantonizacion de Cayambe,False,Saturday,No,Cantonizacion ,cantonization
2016-07-24,Additional,Local,Guayaquil,Fundacion de Guayaquil-1,False,Sunday,No,Fundacion ,Foundation
2016-07-24,Transfer,Local,Guayaquil,Traslado Fundacion de Guayaquil,False,Sunday,No, Fundacion ,Foundation
2016-07-25,Holiday,Local,Guayaquil,Fundacion de Guayaquil,True,Monday,No,Fundacion ,Foundation
2016-08-05,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,Friday,No,Fundacion ,Foundation
2016-08-10,Holiday,National,Ecuador,Primer Grito de Independencia,True,Wednesday,No,Primer Grito Independencia,First Cry Independence
2016-08-12,Transfer,National,Ecuador,Traslado Primer Grito de Independencia,False,Friday,No, Primer Grito Independencia,First Cry Independence
2016-08-15,Holiday,Local,Riobamba,Fundacion de Riobamba,False,Monday,No,Fundacion ,Foundation
2016-08-24,Holiday,Local,Ambato,Fundacion de Ambato,False,Wednesday,No,Fundacion ,Foundation
2016-09-28,Holiday,Local,Ibarra,Fundacion de Ibarra,False,Wednesday,No,Fundacion ,Foundation
2016-10-07,Holiday,Local,Quevedo,Cantonizacion de Quevedo,False,Friday,No,Cantonizacion ,cantonization
2016-10-09,Holiday,National,Ecuador,Independencia de Guayaquil,False,Sunday,No,Independencia ,Independence
2016-11-02,Holiday,National,Ecuador,Dia de Difuntos,False,Wednesday,No,Dia Difuntos,Day of the Dead
2016-11-03,Holiday,National,Ecuador,Independencia de Cuenca,False,Thursday,No,Independencia ,Independence
2016-11-04,Bridge,National,Ecuador,Puente Dia de Difuntos,False,Friday,No, Dia Difuntos,Day of the Dead
2016-11-06,Holiday,Regional,Santo Domingo de los Tsachilas,Provincializacion de Santo Domingo,False,Sunday,No,Provincializacion ,provincialization
2016-11-07,Holiday,Regional,Santa Elena,Provincializacion Santa Elena,False,Monday,No,Provincializacion ,provincialization
2016-11-10,Holiday,Local,Guaranda,Independencia de Guaranda,False,Thursday,No,Independencia ,Independence
2016-11-11,Holiday,Local,Latacunga,Independencia de Latacunga,False,Friday,No,Independencia ,Independence
2016-11-12,Holiday,Local,Ambato,Independencia de Ambato,False,Saturday,No,Independencia ,Independence
2016-11-12,Work Day,National,Ecuador,Recupero Puente Dia de Difuntos,False,Saturday,Yes, Dia Difuntos,Day of the Dead
2016-11-25,Event,National,Ecuador,Black Friday,False,Friday,Yes,Black Friday,Black Friday
2016-11-28,Event,National,Ecuador,Cyber Monday,False,Monday,Yes,Cyber Monday,Cyber Monday
2016-12-05,Additional,Local,Quito,Fundacion de Quito-1,False,Monday,No,Fundacion ,Foundation
2016-12-06,Holiday,Local,Quito,Fundacion de Quito,False,Tuesday,No,Fundacion ,Foundation
2016-12-08,Holiday,Local,Loja,Fundacion de Loja,False,Thursday,No,Fundacion ,Foundation
2016-12-21,Additional,National,Ecuador,Navidad-4,False,Wednesday,No,Navidad,Christmas
2016-12-22,Additional,National,Ecuador,Navidad-3,False,Thursday,No,Navidad,Christmas
2016-12-22,Holiday,Local,Salinas,Cantonizacion de Salinas,False,Thursday,No,Cantonizacion ,cantonization
2016-12-23,Additional,National,Ecuador,Navidad-2,False,Friday,No,Navidad,Christmas
2016-12-24,Additional,National,Ecuador,Navidad-1,False,Saturday,No,Navidad,Christmas
2016-12-25,Holiday,National,Ecuador,Navidad,False,Sunday,No,Navidad,Christmas
2016-12-26,Additional,National,Ecuador,Navidad+1,False,Monday,No,Navidad,Christmas
2016-12-31,Additional,National,Ecuador,Primer dia del ano-1,False,Saturday,No,Primer dia del ano,First day of the year
2017-01-01,Holiday,National,Ecuador,Primer dia del ano,True,Sunday,No,Primer dia del ano,First day of the year
2017-01-02,Transfer,National,Ecuador,Traslado Primer dia del ano,False,Monday,No, Primer dia del ano,First day of the year
2017-02-27,Holiday,National,Ecuador,Carnaval,False,Monday,No,Carnaval,Carnaval
2017-02-28,Holiday,National,Ecuador,Carnaval,False,Tuesday,No,Carnaval,Carnaval
2017-03-02,Holiday,Local,Manta,Fundacion de Manta,False,Thursday,No,Fundacion ,Foundation
2017-04-01,Holiday,Regional,Cotopaxi,Provincializacion de Cotopaxi,False,Saturday,No,Provincializacion ,provincialization
2017-04-12,Holiday,Local,Cuenca,Fundacion de Cuenca,True,Wednesday,No,Fundacion ,Foundation
2017-04-13,Transfer,Local,Cuenca,Fundacion de Cuenca,False,Thursday,No,Fundacion ,Foundation
2017-04-14,Holiday,Local,Libertad,Cantonizacion de Libertad,False,Friday,No,Cantonizacion ,cantonization
2017-04-14,Holiday,National,Ecuador,Viernes Santo,False,Friday,No,Viernes Santo,Holy Friday
2017-04-21,Holiday,Local,Riobamba,Cantonizacion de Riobamba,False,Friday,No,Cantonizacion ,cantonization
2017-05-01,Holiday,National,Ecuador,Dia del Trabajo,False,Monday,No,Dia del Trabajo,Labor Day
2017-05-12,Holiday,Local,Puyo,Cantonizacion del Puyo,False,Friday,No,Cantonizacion del ,Cantonization of
2017-05-13,Additional,National,Ecuador,Dia de la Madre-1,False,Saturday,No,Dia la Madre,mother's day
2017-05-14,Event,National,Ecuador,Dia de la Madre,False,Sunday,No,Dia la Madre,mother's day
2017-05-24,Holiday,National,Ecuador,Batalla de Pichincha,True,Wednesday,No,Batalla Pichincha,Pichincha Battle
2017-05-26,Transfer,National,Ecuador,Traslado Batalla de Pichincha,False,Friday,No, Batalla Pichincha,Pichincha Battle
2017-06-23,Holiday,Local,Guaranda,Cantonizacion de Guaranda,False,Friday,No,Cantonizacion ,cantonization
2017-06-25,Holiday,Regional,Imbabura,Provincializacion de Imbabura,False,Sunday,No,Provincializacion ,provincialization
2017-06-25,Holiday,Local,Latacunga,Cantonizacion de Latacunga,False,Sunday,No,Cantonizacion ,cantonization
2017-06-25,Holiday,Local,Machala,Fundacion de Machala,False,Sunday,No,Fundacion ,Foundation
2017-07-03,Holiday,Local,El Carmen,Cantonizacion de El Carmen,False,Monday,No,Cantonizacion ,cantonization
2017-07-03,Holiday,Local,Santo Domingo,Fundacion de Santo Domingo,False,Monday,No,Fundacion ,Foundation
2017-07-23,Holiday,Local,Cayambe,Cantonizacion de Cayambe,False,Sunday,No,Cantonizacion ,cantonization
2017-07-24,Additional,Local,Guayaquil,Fundacion de Guayaquil-1,False,Monday,No,Fundacion ,Foundation
2017-07-25,Additional,Local,Guayaquil,Fundacion de Guayaquil,False,Tuesday,No,Fundacion ,Foundation
2017-08-05,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,Saturday,No,Fundacion ,Foundation
2017-08-10,Holiday,National,Ecuador,Primer Grito de Independencia,True,Thursday,No,Primer Grito Independencia,First Cry Independence
2017-08-11,Transfer,National,Ecuador,Traslado Primer Grito de Independencia,False,Friday,No, Primer Grito Independencia,First Cry Independence
2017-08-15,Holiday,Local,Riobamba,Fundacion de Riobamba,False,Tuesday,No,Fundacion ,Foundation
2017-08-24,Holiday,Local,Ambato,Fundacion de Ambato,False,Thursday,No,Fundacion ,Foundation
2017-09-28,Holiday,Local,Ibarra,Fundacion de Ibarra,True,Thursday,No,Fundacion ,Foundation
2017-09-29,Transfer,Local,Ibarra,Fundacion de Ibarra,False,Friday,No,Fundacion ,Foundation
2017-10-07,Holiday,Local,Quevedo,Cantonizacion de Quevedo,False,Saturday,No,Cantonizacion ,cantonization
2017-10-09,Holiday,National,Ecuador,Independencia de Guayaquil,False,Monday,No,Independencia ,Independence
2017-11-02,Holiday,National,Ecuador,Dia de Difuntos,False,Thursday,No,Dia Difuntos,Day of the Dead
2017-11-03,Holiday,National,Ecuador,Independencia de Cuenca,False,Friday,No,Independencia ,Independence
2017-11-06,Holiday,Regional,Santo Domingo de los Tsachilas,Provincializacion de Santo Domingo,False,Monday,No,Provincializacion ,provincialization
2017-11-07,Holiday,Regional,Santa Elena,Provincializacion Santa Elena,False,Tuesday,No,Provincializacion ,provincialization
2017-11-10,Holiday,Local,Guaranda,Independencia de Guaranda,False,Friday,No,Independencia ,Independence
2017-11-11,Holiday,Local,Latacunga,Independencia de Latacunga,False,Saturday,No,Independencia ,Independence
2017-11-12,Holiday,Local,Ambato,Independencia de Ambato,False,Sunday,No,Independencia ,Independence
2017-12-05,Additional,Local,Quito,Fundacion de Quito-1,False,Tuesday,No,Fundacion ,Foundation
2017-12-06,Holiday,Local,Quito,Fundacion de Quito,True,Wednesday,No,Fundacion ,Foundation
2017-12-08,Holiday,Local,Loja,Fundacion de Loja,False,Friday,No,Fundacion ,Foundation
2017-12-08,Transfer,Local,Quito,Traslado Fundacion de Quito,False,Friday,No, Fundacion ,Foundation
2017-12-21,Additional,National,Ecuador,Navidad-4,False,Thursday,No,Navidad,Christmas
2017-12-22,Holiday,Local,Salinas,Cantonizacion de Salinas,False,Friday,No,Cantonizacion ,cantonization
2017-12-22,Additional,National,Ecuador,Navidad-3,False,Friday,No,Navidad,Christmas
2017-12-23,Additional,National,Ecuador,Navidad-2,False,Saturday,No,Navidad,Christmas
2017-12-24,Additional,National,Ecuador,Navidad-1,False,Sunday,No,Navidad,Christmas
2017-12-25,Holiday,National,Ecuador,Navidad,False,Monday,No,Navidad,Christmas
2017-12-26,Additional,National,Ecuador,Navidad+1,False,Tuesday,No,Navidad,Christmas
